"","instance_id","artist_name","track_name","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","obtained_date","valence","music_genre"
"44995",40969,"Gioachino Rossini","Tancredi: Sinfonia",4,0.862,0.244,366040,0.156,0.426,"D",0.105,-19.141,"Major",0.0514,"176.275","4-Apr",0.049,"Classical"
"44996",85383,"Wolfgang Amadeus Mozart","Concerto No. 3 in E-Flat Major, K.447: II. Romance. Larghetto",21,0.991,0.195,226022,0.0159,0.787,"G#",0.108,-26.157,"Major",0.0443,"87.618","4-Apr",0.154,"Classical"
"44998",39090,"empty_field","La clemenza di Tito, K. 621, Act II: Torna di Tito a lato",0,0.969,0.298,137027,0.0526,0,"G",0.551,-27.488,"Major",0.0557,"85.01799999999999","3-Apr",0.217,"Classical"
"45009",79721,"Stitches","Molly Cyrus",57,0.0966,0.778,-1,0.917,0,"F#",0.119,-5.269,"Major",0.214,"99.97","4-Apr",0.358,"Hip-Hop"
"45023",75587,"DMX","Where The Hood At",64,0.158,0.536,286267,0.946,0,"F",0.368,-3.002,"Minor",0.36,"185.967","4-Apr",0.779,"Hip-Hop"
"45033",72533,"Fugees","Ready or Not",66,0.21,0.601,226987,0.422,0,"A#",0.0839,-13.364,"Minor",0.518,"132.45600000000002","3-Apr",0.563,"Hip-Hop"
"45046",43738,"Playboi Carti","Location",65,0.33,0.717,168784,0.79,0.000125,"B",0.518,-4.213,"Major",0.2,"125.98100000000001","4-Apr",0.375,"Hip-Hop"
"45051",69396,"KILLY","No Sad No Bad",72,0.0123,0.755,131500,0.569,0,"C#",0.103,-7.996,"Major",0.05,"75.068","4-Apr",0.435,"Hip-Hop"
"45056",81000,"Moneybagg Yo","Ion Get You",55,0.352,0.72,157213,0.737,0,"F",0.17,-4.119,"Major",0.12,"75.018","4-Apr",0.623,"Hip-Hop"
"45060",33258,"Col3trane","Penelope",59,0.104,0.551,274769,0.391,0,"E",0.173,-9.486,"Major",0.4,"87.993","4-Apr",0.353,"Hip-Hop"
"45064",86008,"Juicy J","Low",51,0.222,0.832,238600,0.67,7.47e-06,"G#",0.117,-7.597,"Major",0.305,"144.047","4-Apr",0.512,"Hip-Hop"
"45068",78738,"Wiz Khalifa","Ocean",56,0.0015199999999999,0.822,211984,0.765,0,"G#",0.334,-6.67,"Minor",0.217,"145.105","4-Apr",0.642,"Hip-Hop"
"45080",41898,"XXXTENTACION","Floor 555",70,0.000424,0.695,93447,0.686,0.0023,"A",0.365,-8.147,"Minor",0.0478,"105.219","4-Apr",0.354,"Hip-Hop"
"45084",65901,"Chance the Rapper","65th & Ingleside",65,0.0394,0.792,273600,0.555,6.39e-06,"C",0.107,-7.038,"Major",0.34,"99.954","4-Apr",0.084,"Hip-Hop"
"45092",46349,"JPEGMAFIA","I Cannot Fucking Wait Til Morrissey Dies",49,0.233,0.695,86778,0.849,0.000842,"A",0.385,-5.688,"Minor",0.093,"140.092","4-Apr",0.623,"Hip-Hop"
"45097",49654,"6LACK","Switch - DEVAULT Remix",57,0.0253,0.347,229481,0.836,5.7e-05,"A",0.305,-6.144,"Minor",0.363,"86.397","4-Apr",0.137,"Hip-Hop"
"45099",68069,"MadeinTYO","Gucci Polo",47,0.0417,0.813,212920,0.614,0,"C#",0.0993,-5.977,"Major",0.0858,"145.019","4-Apr",0.308,"Hip-Hop"
"45102",65667,"Russ","I'm Here",55,0.328,0.629,239467,0.694,0,"C#",0.284,-6.89,"Minor",0.285,"?","4-Apr",0.511,"Hip-Hop"
"45110",70308,"ScHoolboy Q","Neva CHange",50,0.0695,0.589,270227,0.59,3.28e-06,"A#",0.114,-8.709,"Minor",0.132,"79.998","4-Apr",0.589,"Hip-Hop"
"45111",74894,"Huncho Jack","Moon Rock",63,0.00829,0.72,151184,0.725,0,"G#",0.137,-3.988,"Major",0.0525,"142.957","4-Apr",0.202,"Hip-Hop"
"45118",89772,"Joey Bada$$","Y U DON'T LOVE ME? (MISS AMERIKKKA)",52,0.598,0.693,199080,0.703,0,"D",0.523,-6.36,"Minor",0.0667,"112.943","4-Apr",0.224,"Hip-Hop"
"45136",83901,"BROCKHAMPTON","SAN MARCOS",62,0.326,0.515,286707,0.505,0,"C",0.102,-5.606,"Major",0.0294,"150.063","4-Apr",0.538,"Hip-Hop"
"45163",39850,"Migos","Movin' Too Fast",57,0.141,0.873,263983,0.577,0,"C#",0.0785,-7.264,"Minor",0.188,"131.066","4-Apr",0.183,"Hip-Hop"
"45183",29403,"Night Lovell","Deira City Centre",67,0.0027,0.677,196827,0.655,0.276,"G",0.162,-5.541,"Major",0.0433,"100.119","4-Apr",0.146,"Hip-Hop"
"45198",42961,"Rage Against The Machine","Know Your Enemy",63,0.0125,0.575,294507,0.857,0.00229,"E",0.145,-3.961,"Major",0.155,"117.413","4-Apr",0.623,"Hip-Hop"
"45201",61870,"J Alvarez","Tentandome",62,0.614,0.713,-1,0.728,1.35e-05,"C#",0.101,-6.655,"Minor",0.141,"179.958","4-Apr",0.777,"Hip-Hop"
"45236",41618,"Kota the Friend","Philly Jawn",51,0.302,0.928,206745,0.521,9.8e-06,"G",0.0582,-6.717,"Minor",0.0795,"130.011","4-Apr",0.697,"Hip-Hop"
"45243",90853,"Bryson Tiller","The Sequence",57,0.172,0.433,194013,0.499,0,"C#",0.346,-8.499,"Minor",0.357,"195.842","4-Apr",0.545,"Hip-Hop"
"45245",56766,"KB","Monster",50,0.112,0.663,197480,0.627,1.75e-05,"B",0.121,-6.85,"Minor",0.247,"140.075","4-Apr",0.255,"Hip-Hop"
"45247",35638,"Run The Jewels","DDFH",50,0.102,0.696,185080,0.696,6.14e-05,"G#",0.107,-7.864,"Minor",0.257,"91.04","4-Apr",0.443,"Hip-Hop"
"45267",31304,"Snoop Dogg","That's That Shit",53,0.0206,0.864,257813,0.607,0,"A",0.0442,-4.891,"Minor",0.163,"82.04799999999999","4-Apr",0.747,"Hip-Hop"
"45273",76169,"Wiz Khalifa","Go Hard or Go Home",62,0.00293,0.651,232773,0.741,1.2e-05,"E",0.217,-5.067,"Minor",0.0408,"168.02","4-Apr",0.386,"Hip-Hop"
"45296",60668,"Mackned","Missed Calls (feat. Lil Peep)",66,0.265,0.72,150359,0.626,0,"C#",0.327,-9.2,"Major",0.0493,"115.023","4-Apr",0.302,"Hip-Hop"
"45298",49961,"Yung Bans","Ridin (feat. Landon Cube & YBN Nahmir)",71,0.606,0.832,225103,0.439,5.45e-06,"E",0.11,-9.594,"Minor",0.0996,"145.004","4-Apr",0.53,"Hip-Hop"
"45300",50968,"Jadakiss","U Make Me Wanna",51,0.0363,0.533,293800,0.822,0,"F",0.343,-5.2,"Minor",0.325,"109.711","5-Apr",0.576,"Hip-Hop"
"45316",78871,"Shy Glizzy","Take Me Away",51,0.0145,0.853,192151,0.568,0,"G#",0.0931,-8.743,"Major",0.247,"140.064","4-Apr",0.475,"Hip-Hop"
"45320",34665,"Yo Gotti","Castro",54,0.643,0.79,219947,0.544,0,"A#",0.13,-6.624,"Minor",0.368,"146.077","4-Apr",0.467,"Hip-Hop"
"45322",74021,"Death Grips","No Love",54,0.0221,0.547,-1,0.884,1.33e-06,"G#",0.0662,-1.452,"Major",0.366,"146.75","3-Apr",0.608,"Hip-Hop"
"45324",50513,"Ja Rule","Livin' It Up",58,0.0769,0.874,-1,0.767,0,"F#",0.0371,-4.046,"Major",0.317,"106.061","4-Apr",0.646,"Hip-Hop"
"45331",34144,"Mac Miller","Matches (feat. Ab-Soul)",50,0.187,0.707,178411,0.738,0,"G#",0.337,-6.242,"Major",0.296,"138.054","4-Apr",0.457,"Hip-Hop"
"45346",79676,"Key Glock","Since 6ix",68,0.00317,0.916,152693,0.625,0,"D",0.0933,-7.36,"Major",0.241,"128.094","4-Apr",0.46,"Hip-Hop"
"45358",83316,"Young Thug","Climax (feat. 6lack)",68,0.0608,0.829,189093,0.362,0,"C",0.135,-11.546,"Minor",0.231,"?","4-Apr",0.369,"Hip-Hop"
"45359",79742,"Future","Stick to the Models",69,0.088,0.813,196180,0.543,7.42e-06,"C#",0.112,-6.555,"Minor",0.211,"137.986","4-Apr",0.165,"Hip-Hop"
"45363",35168,"Smino","WE GOT THE BISCUITS",49,0.45,0.468,-1,0.733,0,"G#",0.414,-6.271,"Minor",0.398,"129.974","4-Apr",0.289,"Hip-Hop"
"45369",69312,"Wiz Khalifa","All of a Sudden (feat. THEMXXNLIGHT)",53,0.293,0.69,218253,0.572,2.05e-06,"E",0.12,-9.71,"Minor",0.174,"?","4-Apr",0.396,"Hip-Hop"
"45371",76038,"Night Lovell","CAN'T LOSE YOU",58,0.474,0.82,157612,0.57,0.000347,"C",0.109,-6.163,"Major",0.0361,"133.908","4-Apr",0.0971,"Hip-Hop"
"45372",57648,"Tyler, The Creator","She (Featuring Frank Ocean)",64,0.256,0.351,253387,0.622,3.44e-05,"G#",0.613,-6.495,"Minor",0.235,"83.375","4-Apr",0.457,"Hip-Hop"
"45384",80281,"Shakewell","Pemex",64,0.0143,0.796,156238,0.666,2.22e-06,"C#",0.114,-5.285,"Major",0.0604,"74.98100000000001","4-Apr",0.261,"Hip-Hop"
"45394",38203,"OutKast","SpottieOttieDopaliscious",60,0.0026,0.824,426853,0.656,0.00251,"C#",0.144,-6.571,"Major",0.224,"125.006","4-Apr",0.707,"Hip-Hop"
"45396",50834,"Madvillain","All Caps",57,0.266,0.358,130480,0.889,1.48e-05,"C#",0.172,-8.045,"Major",0.336,"85.619","4-Apr",0.665,"Hip-Hop"
"45407",86081,"Calle 13","La Vuelta Al Mundo",69,0.159,0.748,234133,0.538,1.62e-06,"C",0.167,-9.943,"Major",0.222,"124.97399999999999","4-Apr",0.779,"Hip-Hop"
"45412",54718,"Wifisfuneral","lil jeff hardy",57,0.0458,0.882,120059,0.737,0,"F",0.183,-6.051,"Minor",0.396,"139.912","4-Apr",0.44,"Hip-Hop"
"45426",41202,"BROCKHAMPTON","SISTER/NATION",58,0.0917,0.378,364637,0.691,2.03e-05,"C#",0.0557,-7.263,"Major",0.224,"150.134","4-Apr",0.508,"Hip-Hop"
"45441",55665,"Rich The Kid","Dead Friends",62,0.0138,0.656,171287,0.457,0,"A",0.104,-7.328,"Major",0.374,"179.89700000000002","4-Apr",0.111,"Hip-Hop"
"45453",24929,"Kendrick Lamar","Ignorance Is Bliss",52,0.511,0.644,210495,0.801,8.59e-06,"G",0.614,-4.55,"Major",0.387,"82.156","4-Apr",0.764,"Hip-Hop"
"45459",42510,"KIDS SEE GHOSTS","Reborn",77,0.339,0.585,324674,0.597,0.0404,"C",0.195,-7.499,"Major",0.037,"100.051","4-Apr",0.227,"Hip-Hop"
"45466",23897,"Zion & Lennox","La Player (Bandolera)",83,0.16,0.769,249609,0.838,0,"D",0.0935,-5.238,"Major",0.0633,"93.99600000000001","4-Apr",0.602,"Hip-Hop"
"45489",80630,"Daddy Yankee","Impacto",60,0.00889,0.794,185107,0.864,0.000145,"G#",0.0398,-5.964,"Major",0.0755,"100.516","4-Apr",0.9,"Hip-Hop"
"45491",80767,"Jagged Edge","Let's Get Married",58,0.175,0.761,263227,0.627,0,"C#",0.128,-5.554,"Major",0.0538,"109.821","4-Apr",0.891,"Hip-Hop"
"45496",43477,"LUCKI","Glory Boy",49,0.0966,0.784,111048,0.519,0.0109,"C#",0.0748,-9.868,"Major",0.096,"129.953","3-Apr",0.599,"Hip-Hop"
"45529",80716,"J. Cole","Hello - Live",49,0.147,0.419,181880,0.459,0.00121,"A",0.822,-11.659,"Minor",0.101,"81.891","4-Apr",0.174,"Hip-Hop"
"45533",21187,"Rick Ross","9 Piece",49,0.00266,0.684,239987,0.647,0,"B",0.309,-6.777,"Major",0.285,"145.156","4-Apr",0.179,"Hip-Hop"
"45539",31484,"Ex Battalion","Hayaan Mo Sila",62,0.71,0.708,367229,0.704,0,"F",0.066,-4.747,"Major",0.0624,"80.018","4-Apr",0.71,"Hip-Hop"
"45550",76988,"Joey Bada$$","AMERIKKKAN IDOL",52,0.797,0.53,371436,0.626,2.27e-06,"G",0.22,-7.583,"Minor",0.301,"97.035","4-Apr",0.448,"Hip-Hop"
"45559",27628,"Public Enemy","harder than you think",62,0.0317,0.458,249522,0.852,0,"B",0.0547,-4.442,"Minor",0.276,"104.021","4-Apr",0.765,"Hip-Hop"
"45566",56629,"empty_field","Wacha Están Maman** Riata",60,0.141,0.746,206333,0.875,0,"D",0.11,-5.323,"Major",0.0734,"89.416","4-Apr",0.814,"Hip-Hop"
"45577",83471,"Magic & Bird","SAY LESS",51,0.0335,0.835,-1,0.734,0,"G",0.0512,-4.835,"Major",0.108,"89.96600000000001","4-Apr",0.579,"Hip-Hop"
"45595",63044,"Gunna","3 Headed Snake (feat. Young Thug)",76,0.0536,0.914,241995,0.415,0,"F#",0.131,-10.708,"Major",0.464,"135.03","4-Apr",0.646,"Hip-Hop"
"45619",62884,"Pitbull","Fun (feat. Chris Brown)",64,0.156,0.793,-1,0.774,0,"C",0.193,-3.667,"Minor",0.0478,"113.96700000000001","4-Apr",0.547,"Hip-Hop"
"45622",84603,"Eminem","White America",69,0.0141,0.649,324569,0.613,0,"C#",0.169,-5.571,"Major",0.196,"75.018","4-Apr",0.165,"Hip-Hop"
"45630",33576,"Los Originales De San Juan","El Tequilero",50,0.178,0.714,-1,0.709,0,"C",0.0375,-5.834,"Major",0.115,"132.843","3-Apr",0.933,"Hip-Hop"
"45639",36519,"Aventura","Todavía Me Amas",60,0.618,0.797,285227,0.536,0,"B",0.234,-8.469,"Minor",0.037,"130.018","4-Apr",0.925,"Hip-Hop"
"45645",74638,"Lil Pump","Multi Millionaire (feat. Lil Uzi Vert)",67,0.0226,0.856,170959,0.82,0,"C#",0.168,-3.813,"Major",0.0962,"146.009","4-Apr",0.723,"Hip-Hop"
"45684",78820,"Flyboy Tarantino","Love Hard, Fall Fast",68,0.425,0.751,182691,0.719,0,"D#",0.0721,-4.78,"Minor",0.0433,"142.153","4-Apr",0.859,"Hip-Hop"
"45740",54072,"Earl Sweatshirt","Loosie",57,0.38,0.396,59293,0.859,0,"G",0.672,-3.365,"Major",0.298,"59.64","4-Apr",0.658,"Hip-Hop"
"45752",26472,"DaBaby","Joggers (feat. Stunna 4 Vegas)",59,0.213,0.772,133213,0.659,0,"D",0.317,-5.388,"Major",0.283,"143.716","4-Apr",0.815,"Hip-Hop"
"45764",89774,"Chief Keef","Glory Bridge (feat. A Boogie Wit da Hoodie)",54,0.0428,0.784,168000,0.634,0,"G#",0.0831,-7.321,"Major",0.386,"79.92699999999999","4-Apr",0.332,"Hip-Hop"
"45767",31808,"DJ Khaled","Hold You Down",63,0.195,0.525,293120,0.681,0,"F#",0.141,-4.158,"Minor",0.0683,"151.875","3-Apr",0.437,"Hip-Hop"
"45769",49055,"Russ","Alright",63,0.167,0.567,183529,0.736,0,"G",0.0973,-6.969,"Major",0.0356,"84.973","4-Apr",0.34,"Hip-Hop"
"45771",73335,"21 Savage","break da law",72,0.0493,0.904,177748,0.575,0,"C#",0.256,-7.823,"Major",0.346,"141.039","4-Apr",0.359,"Hip-Hop"
"45787",64379,"21 Savage","Red Opps",64,0.00908,0.703,163340,0.709,0,"A",0.127,-6.452,"Major",0.402,"140.998","4-Apr",0.569,"Hip-Hop"
"45797",61612,"Jeremih","Imma Star (Everywhere We Are)",51,0.446,0.662,261373,0.36,0,"F#",0.381,-10.388,"Major",0.0801,"147.97299999999998","4-Apr",0.61,"Hip-Hop"
"45798",43903,"Pouya","FIVE FIVE",51,0.468,0.861,135175,0.669,4.14e-05,"D",0.149,-7.779,"Major",0.107,"148.06","4-Apr",0.293,"Hip-Hop"
"45814",29562,"Joey Trap","Wii Trapped",60,0.013,0.803,108500,0.589,0,"G#",0.286,-9.556,"Major",0.482,"77.98","4-Apr",0.673,"Hip-Hop"
"45851",59733,"2Pac","Until The End Of Time",57,0.0288,0.757,-1,0.709,0,"G#",0.17,-6.716,"Major",0.203,"97.023","4-Apr",0.38,"Hip-Hop"
"45867",71681,"Usher","Love in This Club (feat. Young Jeezy)",66,0.0572,0.573,259720,0.712,0,"C",0.167,-5.976,"Major",0.0732,"140.012","4-Apr",0.346,"Hip-Hop"
"45870",39704,"Logic","Thank You (ft. Lucy Rose & The RattPack)",58,0.165,0.598,-1,0.759,1.44e-06,"A#",0.399,-7.14,"Major",0.261,"159.451","4-Apr",0.534,"Hip-Hop"
"45893",56428,"BROCKHAMPTON","JOHNNY",59,0.442,0.612,-1,0.858,0,"C",0.205,-5.359,"Minor",0.364,"80.352","4-Apr",0.869,"Hip-Hop"
"45895",57828,"Roy Jones Jr.","Can't Be Touched (feat. Mr. Magic & Trouble)",72,0.00323,0.642,214400,0.777,0,"E",0.227,-4.809,"Minor",0.094,"96.986","4-Apr",0.413,"Hip-Hop"
"45898",74859,"Juicy J","Payback",57,0.173,0.7,237997,0.824,0,"C#",0.105,-6.029,"Major",0.0772,"?","4-Apr",0.763,"Hip-Hop"
"45909",33890,"Magic & Bird","JUDO",48,0.0244,0.819,213558,0.422,0,"A",0.169,-7.887,"Major",0.0783,"130.034","4-Apr",0.347,"Hip-Hop"
"45912",52462,"empty_field","Jermaine's Interlude (feat. J. Cole)",50,0.515,0.547,183832,0.678,0,"G#",0.564,-3.292,"Major",0.282,"136.34799999999998","4-Apr",0.61,"Hip-Hop"
"45917",40803,"Shoreline Mafia","Intro",54,0.108,0.887,87273,0.372,3.69e-05,"C#",0.137,-10.552,"Major",0.488,"82.51799999999999","4-Apr",0.487,"Hip-Hop"
"45923",48458,"Logic","Warm It Up",65,0.257,0.835,240093,0.641,0,"A#",0.0937,-6.37,"Minor",0.143,"95.98","4-Apr",0.412,"Hip-Hop"
"45925",45355,"Deltron 3030","3030",49,0.502,0.495,-1,0.771,7.29e-05,"C#",0.143,-9.752,"Major",0.126,"81.615","4-Apr",0.805,"Hip-Hop"
"45926",26364,"Skizzy Mars","Do You There (feat. Marc E. Bassy)",58,0.0191,0.523,287667,0.842,0,"C#",0.139,-5.529,"Minor",0.165,"149.974","4-Apr",0.443,"Hip-Hop"
"45927",45398,"Diddy","I'll Be Missing You (feat. Faith Evans & 112)",68,0.111,0.833,306560,0.619,2.13e-05,"G",0.159,-5.595,"Major",0.0538,"109.92","4-Apr",0.901,"Hip-Hop"
"45931",23258,"NB Ridaz","Pretty Girl",56,0.0518,0.868,-1,0.568,0,"B",0.0666,-5.388,"Minor",0.258,"88.009","4-Apr",0.556,"Hip-Hop"
"45981",79234,"Lil Durk","Treacherous",55,0.0535,0.734,179789,0.533,0,"F",0.094,-7.105,"Minor",0.528,"150.74200000000002","4-Apr",0.269,"Hip-Hop"
"45990",52186,"Chris Webby","Twist Again (La La La)",56,0.0454,0.739,260000,0.812,0,"G#",0.205,-5.89,"Major",0.0811,"102.01799999999999","4-Apr",0.751,"Hip-Hop"
"45991",86038,"2 Chainz","Riverdale Rd",54,0.0179,0.866,204093,0.652,0,"B",0.728,-4.213,"Major",0.239,"125.101","4-Apr",0.222,"Hip-Hop"
"45997",66577,"Too $hort","Gettin' It",57,0.176,0.902,341427,0.411,0,"C#",0.119,-5.311,"Major",0.217,"84.07","4-Apr",0.667,"Hip-Hop"
"46001",32908,"The Internet","Stay the Night",55,0.755,0.746,261640,0.422,0.117,"A",0.104,-11.769,"Minor",0.0352,"?","4-Apr",0.604,"Hip-Hop"
"46003",87872,"Kodak Black","Off The Land",52,0.193,0.767,225726,0.397,0,"F",0.118,-9.798,"Major",0.0898,"64.937","4-Apr",0.477,"Hip-Hop"
"46011",22112,"Childish Gambino","IV. Sweatpants",68,0.154,0.71,180675,0.47,0,"C#",0.643,-9.33,"Minor",0.142,"80.027","4-Apr",0.581,"Hip-Hop"
"46024",55764,"Comethazine","GUSHER GUTS",62,0.0398,0.708,110000,0.802,0,"C#",0.118,-4.189,"Major",0.129,"?","4-Apr",0.653,"Hip-Hop"
"46031",34560,"Chingy","Right Thurr",70,0.15,0.866,249800,0.749,0,"D",0.0591,-3.977,"Major",0.253,"92.07700000000001","4-Apr",0.891,"Hip-Hop"
"46034",43025,"Project Pat","Cheese and Dope",47,0.00702,0.889,-1,0.837,0,"G",0.0774,-5.04,"Major",0.173,"75.188","4-Apr",0.944,"Hip-Hop"
"46035",75465,"Young Dolph","In My System",51,0.0904,0.894,289414,0.442,0,"D",0.0816,-7.003,"Major",0.236,"?","4-Apr",0.174,"Hip-Hop"
"46043",57546,"Ty Dolla $ign","Don't Judge Me (feat. Future and Swae Lee)",54,0.0035399999999999,0.749,242880,0.909,0,"G#",0.337,-2.808,"Major",0.074,"149.988","4-Apr",0.393,"Hip-Hop"
"46058",33664,"Joey Trap","Mr. Incredible",56,0.125,0.677,98131,0.797,0,"C#",0.17,-4.926,"Major",0.193,"160.025","4-Apr",0.391,"Hip-Hop"
"46070",53876,"Playboi Carti","Right Now (feat. Pi'erre Bourne)",63,0.139,0.687,207013,0.604,0,"F#",0.203,-5.005,"Minor",0.0663,"78.487","4-Apr",0.308,"Hip-Hop"
"46074",53950,"Mr Eazi","Leg Over",63,0.58,0.601,197973,0.681,0,"A",0.0934,-5.171,"Major",0.324,"98.07799999999999","4-Apr",0.546,"Hip-Hop"
"46086",25978,"Trick Daddy","In Da Wind",48,0.12,0.974,260480,0.586,0,"C",0.0585,-3.801,"Major",0.18,"113.99799999999999","4-Apr",0.689,"Hip-Hop"
"46122",65417,"Travis Porter","Nine Times Ten",56,0.0786,0.902,226319,0.547,0,"C#",0.293,-8.05,"Major",0.125,"97.57799999999999","4-Apr",0.282,"Hip-Hop"
"46128",35529,"empty_field","Grove St. Party (feat. Kebo Gotti)",62,0.138,0.705,250493,0.702,0,"C",0.364,-4.783,"Minor",0.108,"140.059","4-Apr",0.771,"Hip-Hop"
"46144",36474,"Kodak Black","First Love",52,0.319,0.698,188690,0.58,0,"E",0.172,-6.728,"Minor",0.0708,"144.923","4-Apr",0.531,"Hip-Hop"
"46147",60485,"empty_field","U With Me?",63,0.352,0.44,297373,0.421,1.33e-05,"F#",0.136,-11.399,"Minor",0.154,"87.62899999999999","4-Apr",0.116,"Hip-Hop"
"46167",57240,"Metro Boomin","10 Freaky Girls (with 21 Savage)",85,0.588,0.81,208293,0.353,0,"F#",0.102,-9.931,"Minor",0.31,"88.031","4-Apr",0.0727,"Hip-Hop"
"46177",46806,"Young Thug","Cruise Ship",57,0.0107,0.793,166467,0.742,0,"C",0.119,-6.185,"Major",0.21,"150.076","4-Apr",0.21,"Hip-Hop"
"46186",35811,"Ty Dolla $ign","So Am I (feat. Damian Marley & Skrillex)",61,0.0242,0.642,225953,0.791,0.00891,"C",0.192,-6.073,"Major",0.137,"?","4-Apr",0.359,"Hip-Hop"
"46193",20305,"Future","Ain't Coming Back",64,0.0073799999999999,0.675,219684,0.747,0,"D#",0.121,-4.46,"Minor",0.0741,"?","4-Apr",0.255,"Hip-Hop"
"46198",59162,"Offset","Tats On My Face",75,0.226,0.88,182023,0.335,0,"C#",0.107,-8.742,"Major",0.297,"140.061","4-Apr",0.213,"Hip-Hop"
"46201",83741,"Kodak Black","Hate Being Alone",55,0.258,0.71,-1,0.59,0,"F",0.372,-4.653,"Minor",0.0291,"125.955","4-Apr",0.231,"Hip-Hop"
"46202",55523,"Migos","Call Casting",59,0.0962,0.852,232705,0.727,0,"C#",0.154,-4.851,"Major",0.267,"130.014","4-Apr",0.496,"Hip-Hop"
"46210",66320,"Yo Gotti","Rake It Up - Diplo & Party Favor Remix",63,0.126,0.878,172987,0.933,0,"C#",0.531,-3.093,"Minor",0.277,"154.006","4-Apr",0.601,"Hip-Hop"
"46222",23176,"Danger Doom","Benzi Box",52,0.0654,0.894,180093,0.458,0.0192,"D",0.107,-8.594,"Major",0.0507,"97.015","4-Apr",0.679,"Hip-Hop"
"46235",83301,"T.I.","The Weekend (feat. Young Thug & Swizz Beatz)",58,0.287,0.547,-1,0.659,0,"D#",0.202,-7.04,"Minor",0.195,"165.763","4-Apr",0.759,"Hip-Hop"
"46240",73650,"SAINt JHN","I Heard You Got Too Litt Last Night",66,0.0524,0.788,-1,0.549,5.24e-06,"F",0.101,-7.492,"Major",0.0445,"134.964","4-Apr",0.367,"Hip-Hop"
"46257",30382,"ScHoolboy Q","There He Go",54,0.451,0.835,200130,0.754,0,"C#",0.107,-7.182,"Major",0.318,"144.115","4-Apr",0.83,"Hip-Hop"
"46269",28482,"Spillage Village","Voodoo",52,0.144,0.932,255053,0.565,0,"C#",0.113,-9.588,"Major",0.223,"137.009","4-Apr",0.535,"Hip-Hop"
"46281",88021,"Frank Ocean","Lens",62,0.588,0.681,227655,0.333,0,"A",0.086,-8.582,"Major",0.0974,"118.05","4-Apr",0.564,"Hip-Hop"
"46299",32172,"Scarlxrd","Chain$Aw",59,0.244,0.717,-1,0.925,0,"C",0.287,-4.246,"Major",0.311,"137.989","4-Apr",0.412,"Hip-Hop"
"46306",68383,"Eminem","3 a.m.",57,0.0566,0.803,319853,0.817,0,"E",0.0601,-2.666,"Minor",0.364,"76.507","4-Apr",0.747,"Hip-Hop"
"46309",86473,"6LACK","Ex Calling",73,0.00561,0.773,-1,0.564,1.99e-05,"C#",0.213,-7.241,"Major",0.249,"155.976","4-Apr",0.0588,"Hip-Hop"
"46326",82351,"Lil Yachty","Next Up",52,0.279,0.883,197531,0.73,0.00235,"C",0.144,-5.296,"Major",0.219,"145.859","4-Apr",0.34,"Hip-Hop"
"46338",59932,"Future","Never Stop",71,0.0662,0.571,291334,0.556,0.000149,"C#",0.137,-5.857,"Major",0.223,"155.465","4-Apr",0.0762,"Hip-Hop"
"46343",31574,"SAINt JHN","Brilliant Bitch",61,0.187,0.84,184333,0.297,1.94e-05,"F",0.249,-9.854,"Minor",0.0975,"110.04799999999999","4-Apr",0.318,"Hip-Hop"
"46363",36698,"Tory Lanez","Why DON'T You LOVE me?",66,0.0415,0.589,212143,0.774,0,"E",0.39,-6.318,"Minor",0.0495,"119.92","4-Apr",0.179,"Hip-Hop"
"46389",37116,"Jeezy","Leave You Alone",56,0.169,0.669,329187,0.662,0,"B",0.345,-7.758,"Minor",0.0446,"94.531","4-Apr",0.471,"Hip-Hop"
"46397",64421,"Coolio","Gangsta's Paradise",80,0.0655,0.647,240693,0.514,0,"G#",0.398,-10.05,"Major",0.0593,"79.97399999999999","4-Apr",0.387,"Hip-Hop"
"46411",57232,"A$AP Rocky","Peso",59,0.167,0.527,170307,0.831,0,"A#",0.0861,-6.876,"Minor",0.27,"140.017","4-Apr",0.584,"Hip-Hop"
"46415",49060,"Waka Flocka Flame","Chris Paul John Wall (feat. Jimmy Rocket & Leiffy Luciano)",54,0.0702,0.777,213626,0.558,0,"C#",0.092,-8.838,"Major",0.198,"?","4-Apr",0.407,"Hip-Hop"
"46422",81335,"empty_field","Shake (Feat. Pitbull)",52,0.341,0.913,241587,0.671,0,"C#",0.645,-7.385,"Major",0.303,"?","4-Apr",0.867,"Hip-Hop"
"46437",30750,"J. Cole","Mo Money (Interlude)",57,0.756,0.617,-1,0.719,0,"C#",0.149,-7.635,"Minor",0.387,"84.831","4-Apr",0.477,"Hip-Hop"
